GeneID	TranscriptID	Sample.00h	Sample.01h	Sample.02h	Sample.03h	Sample.04h	Sample.05h	Sample.06h	Sample.08h	Sample.10h	Sample.12h	Sample.14h	Sample.16h
FBgn0030854	FBtr0074484	103.689	116.262	66.649	77.093	87.711	178.16	292.4	477.64	334.126	259.345	145.834	108.534
FBgn0036482	FBtr0075654	0	0.001	0.002	0.009	0.009	0.007	0.006	0.004	0.005	0.006	0.002	0.001
FBgn0030983	FBtr0074703	0	0.048	0.088	0.462	0.202	0.639	0.729	0.398	0.085	0.11	0.318	0.155
FBgn0030841	FBtr0074436	0.334	0.122	0.42	0.066	0.128	0.143	0.447	0.169	0.401	0.344	0.713	0.603
FBgn0036156	FBtr0076172	0.027	0	0	0.094	0	0.048	0.073	0.099	0.379	0.078	0.179	0.565
FBgn0051963	FBtr0077458	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031610	FBtr0077442	46.512	53.604	43.599	12.948	13.033	10.765	8.213	8.812	10.887	9.5	6.193	5.767
FBgn0024238	FBtr0074441	68.518	74.846	23.534	18.535	18.431	32.978	49.237	55.125	81.908	73.353	42.213	37.001
FBgn0003423	FBtr0077205	0	0	0.612	0	0	0.008	0	0	0	0.016	0	0.099
FBgn0031187	FBtr0077349	0	0.156	0.149	0.417	0.546	0.55	1.569	1.248	1.612	1.262	0.544	1.676
FBgn0003089	FBtr0075005	1.103	0.307	0.886	1.582	1.109	1.645	4.647	5.088	28.22	37.693	30.939	24.054
FBgn0036974	FBtr0078173	2.037	0.038	3.771	0.044	0.076	0.006	0	0.006	0.003	0	3.248	1.637
FBgn0036020	FBtr0076386	33.422	37.503	36.617	28.378	25.401	19.08	15.816	15.927	19.05	10.657	12.479	11.801
FBgn0036402	FBtr0075769	42.066	40.564	14.119	9.609	8.412	12.144	13.29	15.744	20.771	21.549	14.049	11.302
FBgn0001208	FBtr0076811	0.838	0.142	0	0.555	0.922	0.734	2.684	0.39	2.74	4.277	32.304	40.888
FBgn0036891	FBtr0074945	0.37	0.173	0.366	0.384	0.505	0.479	0.889	0.485	1.768	4.454	6.273	7.746
FBgn0037057	FBtr0078300	1.252	0.636	0.417	2.82	2.074	6.489	6.656	22.559	42.156	54.327	14.442	11.873
FBgn0035861	FBtr0076718	0	0.016	0	0.024	0.012	0.013	0.013	0.024	0.026	0.034	0	0
FBgn0030518	FBtr0073818	20.062	12.022	19.899	22.922	12.753	26.9	19.415	11.451	17.444	21.319	45.104	59.238
FBgn0030350	FBtr0073570	21	19.809	15.461	42.337	46.772	59.226	73.263	85.783	105.75	106.682	106.603	103.765
FBgn0035691	FBtr0076999	1.316	1.671	0.202	0.484	0.457	0.586	0.658	1.202	1.81	2.305	2.197	2.259
FBgn0036498	FBtr0075544	0.12	0.017	0.05	0.196	0.059	0.061	0.049	0.034	0.123	0.112	0.715	0.945
FBgn0037099	FBtr0078380	3.952	1.649	3.374	1.938	4.148	3.524	8.411	3.3	7.01	4.966	31.075	130.335
FBgn0052518	FBtr0077238	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0035710	FBtr0076959	0.326	0.07	0	0.07	0.133	0.111	0.716	0.617	2.117	1.264	3.723	5.145
FBgn0036528	FBtr0075581	0	0	0.013	0	0.037	0.088	0.06	0.127	0.105	0.089	0.06	0.053
FBgn0031267	FBtr0078074	127.813	97.283	5.587	8.514	10.348	10.196	10.441	12.184	10.474	9.217	8.067	8.426
FBgn0015586	FBtr0075038	0	0	0	0.001	0.002	0.002	0.002	0.006	0.006	0.043	0.001	0.001
FBgn0036196	FBtr0076126	10.506	7.071	12.549	6.033	4.92	4.844	8.024	6.101	23.494	37.687	73.181	80.984
FBgn0030757	FBtr0074296	8.374	5.751	0.751	0.137	0.044	0.199	0.087	0.216	0.773	0.295	0.184	0.289
FBgn0031266	FBtr0078068	39.362	52.173	68.198	73.495	65.03	55.343	51.428	49.906	40.158	42.241	23.724	20.718
FBgn0260635	FBtr0075501	8.319	5.146	4.182	11.686	7.191	20.027	9.152	19.596	68.552	66.419	101.029	108.927
FBgn0010762	FBtr0076262	19.461	18.185	21.823	7.69	9.222	6.608	5.339	4.53	2.258	3.401	2.04	6.591
FBgn0053270	FBtr0076149	3.734	1.824	1.968	0.193	0.095	0	2.493	0.101	0.695	1.583	1.44	2.056
FBgn0031589	FBtr0077479	0.744	0	0.731	0.846	0.241	0.213	0.589	0	0.083	1.296	3.385	7.386
FBgn0036465	FBtr0075669	0	0.028	0.056	0.294	0.243	0.438	0.485	0.319	0.259	0.2	0.048	0.097
FBgn0001218	FBtr0073611	19.511	15.606	32.045	3.137	2.139	2.982	1.183	0.521	2.875	9.678	26.525	122.926
FBgn0027660	FBtr0075233	0.825	0.653	2.68	42.931	52.839	37.017	32.977	26.836	12.098	8.157	0.881	0.19
FBgn0040636	FBtr0078263	1.205	0.766	1.468	2.045	2.265	1.807	2.087	0.827	1.745	1.409	9.809	13.438
FBgn0010825	FBtr0076618	0	0	0.006	0	0	0	0	0.005	0	0	2.084	6.549
FBgn0030648	FBtr0074040	0.716	0.463	0.933	3.305	4.904	6.24	7.299	8.007	6.544	4.427	3.398	2.937
FBgn0259923	FBtr0074371	5.156	1.964	2.532	1.689	1.923	2.253	2.667	3.44	7.312	12.842	23.18	32.489
FBgn0024807	FBtr0077372	16.236	21.8	23.377	23.281	16.475	5.102	8.673	9.233	7.129	7.271	7.067	10.364
FBgn0036678	FBtr0075302	0.852	0.586	0.94	0.989	0.767	0.929	2.295	1.567	6.176	7.347	18.759	41.863
FBgn0031245	FBtr0078135	5.122	2.75	4.185	27.614	21.447	27.538	50.432	69.078	112.399	117.137	118.253	93.674
FBgn0036617	FBtr0075382	0	0.022	0.064	0.096	0.018	0.04	0.019	0.02	0.04	0	0	0
FBgn0001092	FBtr0074112	1031.671	637.775	36.735	11.538	12.645	13.68	16.757	4.334	7.994	10.162	58.699	162.221
FBgn0028668	FBtr0076091	0	0	0.107	0	0.045	0.05	0	0	0.048	0	0	0.101
FBgn0002901	FBtr0075122	42.566	53.082	38.935	9.41	10.573	8.087	6.357	5.364	4.43	4.428	2.782	3.104
FBgn0052029	FBtr0076567	9.236	1.763	7.291	0.992	1.95	3.375	2.049	1.057	1.181	1.645	6.71	10.292
FBgn0261799	FBtr0075409	1.558	0.856	1.669	1.265	2.081	1.291	4.375	1.804	4.84	7.699	28.913	76.307
FBgn0001090	FBtr0074659	16.452	4.477	41.98	28.341	29.523	38.299	17.862	34.337	8.295	2.891	32.515	130.321
FBgn0036242	FBtr0076051	0.106	0.014	0.051	0.059	0.034	0.025	0.198	0.151	0.552	0.73	1.159	1.607
FBgn0026396	FBtr0077826	0.021	0	0.041	0.251	0.319	0.408	0.271	0.05	0.043	0.085	0	0
FBgn0030512	FBtr0073845	43.586	54.694	44.622	13.857	8.483	5.289	4.709	4.187	7.692	11.071	5.943	5.275
FBgn0005616	FBtr0077571	1.718	1.529	7.303	27.399	34.469	26.04	29.834	29.41	22.03	17.926	9.852	6.935
FBgn0259676	FBtr0078241	83.499	49.704	5.031	59.57	60.78	73.345	51.99	36.536	24.141	19.375	7.822	8.296
FBgn0262714	FBtr0075928	1.621	1.059	0.363	1.251	0.322	0.619	0.45	1.817	1.725	0.816	0	0.24
FBgn0031395	FBtr0077849	0.189	0	0	0.61	0.288	0	0	0.98	0.477	0.527	2.09	3.303
FBgn0010352	FBtr0075266	1.713	0.563	0.459	0.411	0.473	0.589	1.453	0.435	2.207	3.082	5.397	10.467
FBgn0026263	FBtr0076745	13.017	11.391	0.559	0.836	0.654	0.254	0.543	0.647	3.068	8.717	8.491	4.132
FBgn0052425	FBtr0078204	0	0	0	1.869	2.534	1.076	4.657	4.348	27.817	43.286	65.108	59.345
FBgn0030683	FBtr0074087	43.34	43.469	12.373	10.168	10.532	10.63	12.813	13.264	13.404	12.561	24.407	64.055
FBgn0035670	FBtr0077066	2.12	0.436	0.555	3.71	6.381	2.843	4.215	2.063	2.439	1.931	3.716	4.848
FBgn0015926	FBtr0074007	166.894	176.459	215.21	68.837	26.392	26.655	22.384	28.538	15.139	11.819	8.43	8.3
FBgn0037037	FBtr0078284	0	0	0	0.025	0	0	0	0	0.014	0.013	0.004	0.025
FBgn0052073	FBtr0076230	2.028	0.896	2.271	1.104	2.338	2.192	3.441	1.296	6.021	4.455	25.472	52.596
FBgn0031051	FBtr0074759	50.926	68.41	38.181	7.174	7.136	7.851	7.695	6.902	5.874	5.987	4.578	6.149
FBgn0031078	FBtr0074799	38.483	51.996	42.741	30.337	25.411	32.789	31.979	23.786	18.136	16.993	8.483	10.602
FBgn0036916	FBtr0074918	33.635	34.925	41.298	48.298	45.818	45.424	49.461	58.211	62.503	55.052	49.001	43.383
FBgn0015218	FBtr0076490	47.849	7.005	2.704	2.288	0.007	0.027	0.001	0.124	0.142	2.618	1.004	2.721
FBgn0002638	FBtr0077075	365.69	466.938	635.838	591.518	559.061	466.314	362.07	321.726	222.375	174.024	86.905	65.016
FBgn0036553	FBtr0075516	0.713	0.202	0.241	0.479	0.216	0.052	0.573	0.562	0.044	0.477	3.572	5.486
FBgn0036688	FBtr0075275	33.215	33.293	8.206	18.112	19.825	26.666	26.101	24.041	22.053	21.129	20.636	29.013
FBgn0024177	FBtr0076983	179.438	185.325	44.638	4.51	3.227	2.829	3.285	3.596	3.498	3.964	3.115	3.046
FBgn0036072	FBtr0076311	0.069	0.023	0.024	0.933	0.627	1.482	1.237	0.3	0.083	0.219	0.204	0.224
FBgn0052373	FBtr0076806	4.309	5.322	4.856	1.109	0.947	0.215	0.413	0.16	0.146	0	0.35	0.523
FBgn0035761	FBtr0076886	12.136	9.981	14.695	0.186	0.473	1.019	2.16	2.218	5.885	0.997	1.078	2.571
FBgn0040068	FBtr0074678	3.774	2.941	1.927	9.244	10.731	14.308	17.009	18.574	19.564	21.116	16.536	17.304
FBgn0030980	FBtr0074664	16.884	3.508	7.808	1.333	3.052	6.03	4.988	3.444	4.006	5.843	28.778	63.396
FBgn0283471	FBtr0074526	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0052639	FBtr0073734	0.047	0	0.048	0.125	0.124	0.212	0.33	0.08	0.126	0.239	0.07	0.079
FBgn0010263	FBtr0077637	0.385	0	0.533	0.135	0	0	0.147	0	0.013	0.138	0	0.411
FBgn0261111	FBtr0076834	7.225	5.678	4.183	33.395	39.847	40.21	34.497	29.709	23.698	21.857	16.809	18.099
FBgn0011205	FBtr0078188	0	0	0	0	0.166	0	0.176	0	0.908	1.338	1.155	2.668
FBgn0036766	FBtr0075157	0.446	0.23	0.181	0.712	1.197	0.043	0.923	0.413	0.427	0.427	0.82	1.848
FBgn0036934	FBtr0074871	0	0.013	0.018	0.035	0.009	0.008	0.012	0.011	0.037	0.02	0.012	0.049
FBgn0030900	FBtr0074549	0.733	0.772	0.697	10.571	12.342	26.769	46.609	76.594	80.689	64.207	38.517	29.056
FBgn0052179	FBtr0075197	30.644	40.185	27.356	19.34	16.319	15.886	17.576	20.88	30.815	27.734	22.547	25.884
FBgn0011859	FBtr0077872	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0031455	FBtr0077737	6.027	5.606	5.739	9.561	10.239	7.594	8.352	11.738	20.061	19	18.513	15.725
FBgn0030377	FBtr0073634	1.043	1.215	0.503	0.979	0.824	1.301	1.757	1.753	1.835	2.127	1.427	1.284
FBgn0052076	FBtr0076217	43.099	34.606	3.654	1.853	1.988	2.659	4.302	6.009	14.611	15.081	10.98	11.282
FBgn0003149	FBtr0076595	0.085	0.029	0.04	0	0	0	0.014	0	0	0.009	0.028	0.293
FBgn0003415	FBtr0078328	15.573	21.089	6.237	3.465	3.896	2.914	3.308	2.853	0.697	2.338	0.58	0.31
FBgn0030418	FBtr0073686	0.203	0.163	0.373	1.066	1.209	1.522	1.29	1.17	1.222	1.894	1.229	1.292
FBgn0263199	FBtr0076555	28.117	22.122	6.487	6.729	5.922	7.231	7.082	4.733	11.537	16.926	40.653	53.03
FBgn0030338	FBtr0073606	0	0	0	1.137	0.806	1.055	0.871	1.449	0.589	1.689	0.445	0.188
FBgn0000617	FBtr0074463	51.197	50.388	71.436	82.253	81.218	76.444	66.176	60.521	49.646	43.862	33.43	31.701
FBgn0052354	FBtr0076662	1.24	0.495	1.103	0.975	1.346	1.547	2.667	1.415	2.401	2.601	8.81	30.674
FBgn0035657	FBtr0077069	0	0	0	0.127	0	0	0	0	0	0	0	0.013
FBgn0004401	FBtr0075198	117.351	135.426	170.846	148.175	160.285	165.696	137.024	148.287	128.661	131.298	115.78	146.073
FBgn0010352	FBtr0075269	3.383	6.105	6.801	6.194	4.789	3.647	2.451	1.636	1.93	1.611	3.517	2.023
FBgn0031392	FBtr0077831	6.381	4.614	2.705	4.459	3.44	5.844	4.657	3.924	5.157	2.912	2.236	1.777
FBgn0011205	FBtr0078187	0.856	0.22	0.504	0.671	0.761	0.514	1.724	0.999	2.458	2.579	3.727	5.191
FBgn0036765	FBtr0075142	0.167	0.591	0.384	0.034	0.399	0.421	1.003	2.966	4.642	4.413	3.052	1.242
FBgn0027088	FBtr0075633	55.487	45.275	10.115	5.789	8.955	11.262	18.171	35.383	35.557	51.132	38.545	27.264
FBgn0026430	FBtr0074777	124.104	88.224	6.047	0.597	0.056	0.366	0.374	0.663	0	0	0.04	0.38
FBgn0037045	FBtr0078327	49.901	51.123	37.227	19.642	15.191	16.244	15.73	17.356	18.532	13.677	10.901	9.903
FBgn0026174	FBtr0074796	0.045	0	0.175	0.119	0.205	0.126	0.037	0.075	0.054	0	0.194	0.086
FBgn0036872	FBtr0074930	10.153	6.474	6.099	4.333	5.503	3.281	3.449	4.498	2.29	2.735	3.107	4.417
FBgn0051659	FBtr0077943	0	0	0	0	0	0.084	0.126	0.035	0	0.101	0.149	0.435
FBgn0043903	FBtr0074756	60.887	83.926	110.624	92.937	80.951	66.437	72.31	69.172	45.14	44.342	22.712	23.417
FBgn0036141	FBtr0076218	1.444	2.082	4.049	5.652	7.044	6.025	6.876	7.947	6.71	8.294	4.399	3.84
FBgn0015379	FBtr0077193	90.725	86.902	74.25	86.737	88.548	92.633	81.621	66.245	57.506	52.03	50.428	56.242
FBgn0010452	FBtr0075890	2.634	1.184	4.107	75.914	84.891	97.662	105.353	110.819	92.457	93.204	50.978	41.41
FBgn0030643	FBtr0074035	0.38	0.308	0.087	0.092	0.084	0	0.164	0	0	0.115	0	0
FBgn0031285	FBtr0078012	67.849	111.341	149.917	173.34	173.274	150.541	117.071	87.344	80.109	72.709	63.016	93.112
